trade_id,timestamp,arbitrage_type,net_profit_per_share,trade_size,total_net_profit,fees_paid,market_a,platform_a,side_a,avg_price_a,market_b,platform_b,side_b,avg_price_b,,,,,,,net_profit_per_share
25,2025-07-06T00:43:00.834952+00:00,same_outcome,0.024,5,0.12,0.08,Detroit vs Cleveland (DET),Polymarket,BUY,0.67,Detroit vs Cleveland (DET),Kalshi,SELL,0.71,,,,37542.31,0.054116808,37542.31,0.024
26,2025-07-06T00:43:00.836103+00:00,same_outcome,0.024,5,0.12,0.08,Detroit vs Cleveland (CLE),Kalshi,BUY,0.29,Detroit vs Cleveland (CLE),Polymarket,SELL,0.33,,,,37547.31,0.054112798,37547.31,0.024
53,2025-07-06T01:31:01.702726+00:00,same_outcome,0.0237,8,0.19,0.11,Houston vs Los Angeles (HOU),Kalshi,BUY,0.7625,Houston vs Los Angeles (HOU),Polymarket,SELL,0.8,,,,37555.31,0.05410633,37555.31,0.0237
108,2025-07-06T02:03:11.450234+00:00,same_outcome,0.0237,386,9.14,2.44,Houston vs Los Angeles (HOU),Kalshi,BUY,0.9,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,,37941.31,0.053796772,37941.31,0.0237
109,2025-07-06T02:03:11.611079+00:00,same_outcome,0.0237,300,7.1,1.89,Houston vs Los Angeles (HOU),Kalshi,BUY,0.9,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,,38241.31,0.053560404,38241.31,0.0237
117,2025-07-06T02:03:14.392152+00:00,same_outcome,0.0237,100,2.37,0.63,Houston vs Los Angeles (HOU),Kalshi,BUY,0.9,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,,38341.31,0.053482523,38341.31,0.0237
118,2025-07-06T02:03:14.570967+00:00,same_outcome,0.0237,100,2.37,0.63,Houston vs Los Angeles (HOU),Kalshi,BUY,0.9,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,,38441.31,0.053405048,38441.31,0.0237
107,2025-07-06T02:03:11.314280+00:00,same_outcome,0.0235,62,1.46,0.4,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.1,,,,38503.31,0.053356971,38503.31,0.0235
111,2025-07-06T02:03:12.550709+00:00,same_outcome,0.0235,62,1.46,0.4,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.1,,,,38565.31,0.053309049,38565.31,0.0235
112,2025-07-06T02:03:12.551145+00:00,same_outcome,0.0235,62,1.46,0.4,Houston vs Los Angeles (HOU),Kalshi,BUY,0.9,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,,38627.31,0.053261281,38627.31,0.0235
8,2025-07-06T00:38:32.811291+00:00,same_outcome,0.0233,100,2.33,1.67,Detroit vs Cleveland (DET),Kalshi,BUY,0.61,Detroit vs Cleveland (DET),Polymarket,SELL,0.65,,,,38727.31,0.053183916,38727.31,0.0233
10,2025-07-06T00:38:32.849902+00:00,same_outcome,0.0233,100,2.33,1.67,Detroit vs Cleveland (DET),Kalshi,BUY,0.61,Detroit vs Cleveland (DET),Polymarket,SELL,0.65,,,,38827.31,0.05310695,38827.31,0.0233
29,2025-07-06T01:16:40.071285+00:00,same_outcome,0.023,1355.78,31.17,22.96,Chicago vs Colorado (COL),Kalshi,BUY,0.41,Chicago vs Colorado (COL),Polymarket,SELL,0.4499,,,,40183.09,0.052090817,40183.09,0.023
30,2025-07-06T01:16:40.131995+00:00,same_outcome,0.023,1355.78,31.17,22.96,Chicago vs Colorado (CWS),Polymarket,BUY,0.5501,Chicago vs Colorado (CWS),Kalshi,SELL,0.59,,,,41538.87,0.051141016,41538.87,0.023
31,2025-07-06T01:16:40.706591+00:00,same_outcome,0.023,434.78,10.02,7.37,Chicago vs Colorado (CWS),Polymarket,BUY,0.55,Chicago vs Colorado (CWS),Kalshi,SELL,0.59,,,,41973.65,0.050849998,41973.65,0.023
32,2025-07-06T01:16:40.707534+00:00,same_outcome,0.023,434.78,10.02,7.37,Chicago vs Colorado (COL),Kalshi,BUY,0.41,Chicago vs Colorado (COL),Polymarket,SELL,0.45,,,,42408.43,0.050564947,42408.43,0.023
20,2025-07-06T00:38:37.110500+00:00,same_outcome,0.0228,117,2.67,2.01,Detroit vs Cleveland (CLE),Kalshi,BUY,0.43,Detroit vs Cleveland (CLE),Polymarket,SELL,0.47,,,,42525.43,0.050488614,42525.43,0.0228
40,2025-07-06T01:25:37.066058+00:00,same_outcome,0.0223,860.05,19.22,15.03,Houston vs Los Angeles (LAD),Polymarket,BUY,0.4402,Houston vs Los Angeles (LAD),Kalshi,SELL,0.48,,,,43385.48,0.04993076,43385.48,0.0223
84,2025-07-06T01:41:18.677823+00:00,same_outcome,0.0222,256,5.68,2.56,Houston vs Los Angeles (HOU),Kalshi,BUY,0.8278,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,,43641.48,0.049768019,43641.48,0.0222
170,2025-07-06T02:19:30.498802+00:00,same_outcome,0.0222,32,0.71,0.31,Chicago vs Colorado (CWS),Kalshi,BUY,0.8381,Chicago vs Colorado (CWS),Polymarket,SELL,0.87,,,,43673.48,0.04974781,43673.48,0.0222
42,2025-07-06T01:25:37.165235+00:00,same_outcome,0.0221,373.05,8.25,6.52,Houston vs Los Angeles (HOU),Kalshi,BUY,0.52,Houston vs Los Angeles (HOU),Polymarket,SELL,0.5596,,,,44046.53,0.049513776,44046.53,0.0221
88,2025-07-06T01:42:34.733999+00:00,same_outcome,0.022,10,0.22,0.18,Texas vs San Diego (TEX),Polymarket,BUY,0.46,Texas vs San Diego (TEX),Kalshi,SELL,0.5,,,,44056.53,0.04950753,44056.53,0.022
102,2025-07-06T02:03:08.992608+00:00,same_outcome,0.0217,2128,46.28,19,Houston vs Los Angeles (LAD),Polymarket,BUY,0.1193,Houston vs Los Angeles (LAD),Kalshi,SELL,0.15,,,,46184.53,0.048228487,46184.53,0.0217
190,2025-07-06T03:03:05.149500+00:00,same_outcome,0.021,450.14,9.45,5.91,Chicago vs Colorado (COL),Polymarket,BUY,0.2159,Chicago vs Colorado (COL),Kalshi,SELL,0.25,,,,46634.67,0.047965602,46634.67,0.021
171,2025-07-06T02:19:32.660249+00:00,same_outcome,0.0206,600.43,12.36,5.65,Chicago vs Colorado (COL),Polymarket,BUY,0.13,Chicago vs Colorado (COL),Kalshi,SELL,0.16,,,,47235.1,0.047617556,47235.1,0.0206
33,2025-07-06T01:16:42.786488+00:00,same_outcome,0.0202,36.88,0.75,0.63,Chicago vs Colorado (COL),Kalshi,BUY,0.41,Chicago vs Colorado (COL),Polymarket,SELL,0.4473,,,,47271.98,0.047596272,47271.98,0.0202
34,2025-07-06T01:16:42.787365+00:00,same_outcome,0.0202,36.88,0.75,0.63,Chicago vs Colorado (CWS),Polymarket,BUY,0.5527,Chicago vs Colorado (CWS),Kalshi,SELL,0.59,,,,47308.86,0.047575021,47308.86,0.0202
85,2025-07-06T01:41:19.156603+00:00,same_outcome,0.0201,100,2.01,0.99,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,,47408.86,0.047517067,47408.86,0.0201
188,2025-07-06T02:46:05.260528+00:00,same_outcome,0.0201,109.55,2.2,1.09,San Francisco vs Oakland (SF),Polymarket,BUY,0.8,San Francisco vs Oakland (SF),Kalshi,SELL,0.83,,,,47518.41,0.047453818,47518.41,0.0201
56,2025-07-06T01:31:01.704960+00:00,same_outcome,0.02,8,0.16,0.1,Houston vs Los Angeles (LAD),Polymarket,BUY,0.2,Houston vs Los Angeles (LAD),Kalshi,SELL,0.2325,,,,47526.41,0.047449197,47526.41,0.02
87,2025-07-06T01:41:19.657950+00:00,same_outcome,0.02,9,0.18,0.09,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,,47535.41,0.047444,47535.41,0.02
110,2025-07-06T02:03:11.969815+00:00,same_outcome,0.02,1,0.02,0.01,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.1,,,,47536.41,0.047443423,47536.41,0.02
152,2025-07-06T02:03:36.668827+00:00,same_outcome,0.02,4,0.08,0.04,Houston vs Los Angeles (LAD),Kalshi,BUY,0.15,Houston vs Los Angeles (LAD),Polymarket,SELL,0.18,,,,47540.41,0.047441114,47540.41,0.02
94,2025-07-06T01:43:31.389798+00:00,same_outcome,0.0197,520,10.22,5.38,Houston vs Los Angeles (HOU),Kalshi,BUY,0.82,Houston vs Los Angeles (HOU),Polymarket,SELL,0.85,,,,48060.41,0.047140463,48060.41,0.0197
95,2025-07-06T01:43:31.391046+00:00,same_outcome,0.0197,520,10.22,5.38,Houston vs Los Angeles (LAD),Polymarket,BUY,0.15,Houston vs Los Angeles (LAD),Kalshi,SELL,0.18,,,,48580.41,0.046846249,48580.41,0.0197
144,2025-07-06T02:03:19.551168+00:00,same_outcome,0.0197,62,1.22,0.62,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.8597,,,,48642.41,0.04681162,48642.41,0.0197
149,2025-07-06T02:03:21.472815+00:00,same_outcome,0.0192,62,1.19,0.67,Houston vs Los Angeles (LAD),Polymarket,BUY,0.16,Houston vs Los Angeles (LAD),Kalshi,SELL,0.19,,,,48704.41,0.046776462,48704.41,0.0192
148,2025-07-06T02:03:20.890852+00:00,same_outcome,0.019,10,0.19,0.11,Houston vs Los Angeles (LAD),Polymarket,BUY,0.16,Houston vs Los Angeles (LAD),Kalshi,SELL,0.19,,,,48714.41,0.04677076,48714.41,0.019
166,2025-07-06T02:18:04.246511+00:00,same_outcome,0.0181,16,0.29,0.19,Chicago vs Colorado (CWS),Kalshi,BUY,0.79,Chicago vs Colorado (CWS),Polymarket,SELL,0.82,,,,48730.41,0.046761355,48730.41,0.0181
67,2025-07-06T01:33:15.302404+00:00,same_outcome,0.018,10,0.18,0.12,Houston vs Los Angeles (LAD),Polymarket,BUY,0.17,Houston vs Los Angeles (LAD),Kalshi,SELL,0.2,,,,48740.41,0.046755454,48740.41,0.018
103,2025-07-06T02:03:09.092675+00:00,same_outcome,0.0178,3426,60.95,30.58,Houston vs Los Angeles (HOU),Kalshi,BUY,0.85,Houston vs Los Angeles (HOU),Polymarket,SELL,0.8767,,,,52166.41,0.044853192,52166.41,0.0178
195,2025-07-06T03:03:35.765220+00:00,same_outcome,0.0176,100,1.76,1.24,Chicago vs Colorado (COL),Kalshi,BUY,0.23,Chicago vs Colorado (COL),Polymarket,SELL,0.26,,,,52266.41,0.044801049,52266.41,0.0176
55,2025-07-06T01:31:01.704531+00:00,same_outcome,0.0175,8,0.14,0.1,Houston vs Los Angeles (HOU),Kalshi,BUY,0.77,Houston vs Los Angeles (HOU),Polymarket,SELL,0.8,,,,52274.41,0.044796871,52274.41,0.0175
83,2025-07-06T01:41:17.477293+00:00,same_outcome,0.0175,4,0.07,0.05,Houston vs Los Angeles (HOU),Kalshi,BUY,0.78,Houston vs Los Angeles (HOU),Polymarket,SELL,0.81,,,,52278.41,0.044794782,52278.41,0.0175
196,2025-07-06T03:03:37.007094+00:00,same_outcome,0.0175,69,1.21,0.86,Chicago vs Colorado (COL),Kalshi,BUY,0.23,Chicago vs Colorado (COL),Polymarket,SELL,0.26,,,,52347.41,0.044758852,52347.41,0.0175
66,2025-07-06T01:33:15.161581+00:00,same_outcome,0.0174,700,12.2,7.8,Houston vs Los Angeles (HOU),Kalshi,BUY,0.8014,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,,53047.41,0.044398209,53047.41,0.0174
163,2025-07-06T02:15:49.991615+00:00,same_outcome,0.0173,1144.84,19.85,15.03,San Francisco vs Oakland (SF),Polymarket,BUY,0.7195,San Francisco vs Oakland (SF),Kalshi,SELL,0.75,,,,54192.25,0.043826562,54192.25,0.0173
194,2025-07-06T03:03:35.046696+00:00,same_outcome,0.017,10,0.17,0.13,Chicago vs Colorado (COL),Kalshi,BUY,0.23,Chicago vs Colorado (COL),Polymarket,SELL,0.26,,,,54202.25,0.043821613,54202.25,0.017
154,2025-07-06T02:08:03.681501+00:00,same_outcome,0.0165,257,4.25,3.38,Chicago vs Colorado (CWS),Polymarket,BUY,0.72,Chicago vs Colorado (CWS),Kalshi,SELL,0.7497,,,,54459.25,0.043692853,54459.25,0.0165
51,2025-07-06T01:26:05.048268+00:00,same_outcome,0.0162,174,2.82,2.87,Houston vs Los Angeles (HOU),Polymarket,BUY,0.5873,Houston vs Los Angeles (HOU),Kalshi,SELL,0.62,,,,54633.25,0.043605314,54633.25,0.0162
52,2025-07-06T01:26:05.048712+00:00,same_outcome,0.0162,174,2.82,2.87,Houston vs Los Angeles (LAD),Kalshi,BUY,0.38,Houston vs Los Angeles (LAD),Polymarket,SELL,0.4127,,,,54807.25,0.04351833,54807.25,0.0162
27,2025-07-06T00:57:59.409810+00:00,same_outcome,0.016,10,0.16,0.14,Detroit vs Cleveland (DET),Polymarket,BUY,0.72,Detroit vs Cleveland (DET),Kalshi,SELL,0.75,,,,54817.25,0.04351331,54817.25,0.016
63,2025-07-06T01:33:13.182887+00:00,same_outcome,0.0157,119,1.87,1.32,Houston vs Los Angeles (HOU),Kalshi,BUY,0.8032,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,,54936.25,0.043453093,54936.25,0.0157
176,2025-07-06T02:25:24.487073+00:00,same_outcome,0.0154,50,0.77,0.71,Chicago vs Colorado (CWS),Kalshi,BUY,0.7204,Chicago vs Colorado (CWS),Polymarket,SELL,0.75,,,,54986.25,0.043427584,54986.25,0.0154
69,2025-07-06T01:35:49.941415+00:00,same_outcome,0.015,2,0.03,0.03,Houston vs Los Angeles (HOU),Kalshi,BUY,0.74,Houston vs Los Angeles (HOU),Polymarket,SELL,0.77,,,,54988.25,0.04342655,54988.25,0.015
35,2025-07-06T01:21:13.698818+00:00,same_outcome,0.0138,99,1.37,1.69,Chicago vs Colorado (CWS),Kalshi,BUY,0.42,Chicago vs Colorado (CWS),Polymarket,SELL,0.4509,,,,55087.25,0.043373376,55087.25,0.0138
165,2025-07-06T02:18:04.205865+00:00,same_outcome,0.0136,990,13.5,11.3,Chicago vs Colorado (CWS),Kalshi,BUY,0.7949,Chicago vs Colorado (CWS),Polymarket,SELL,0.82,,,,56077.25,0.042848392,56077.25,0.0136
177,2025-07-06T02:36:02.411880+00:00,same_outcome,0.0133,20.85,0.28,0.16,Chicago vs Colorado (CWS),Polymarket,BUY,0.86,Chicago vs Colorado (CWS),Kalshi,SELL,0.881,,,,56098.1,0.042837458,56098.1,0.0133
89,2025-07-06T01:42:34.816733+00:00,same_outcome,0.013,10,0.13,0.18,Texas vs San Diego (SD),Kalshi,BUY,0.509,Texas vs San Diego (SD),Polymarket,SELL,0.54,,,,56108.1,0.04283214,56108.1,0.013
38,2025-07-06T01:22:16.798850+00:00,same_outcome,0.0126,31,0.39,0.5,Chicago vs Colorado (COL),Kalshi,BUY,0.6513,Chicago vs Colorado (COL),Polymarket,SELL,0.68,,,,56139.1,0.042815435,56139.1,0.0126
150,2025-07-06T02:03:22.512305+00:00,same_outcome,0.0124,172.96,2.14,1.82,Houston vs Los Angeles (HOU),Kalshi,BUY,0.8164,Houston vs Los Angeles (HOU),Polymarket,SELL,0.8393,,,,56312.06,0.042721932,56312.06,0.0124
151,2025-07-06T02:03:33.869852+00:00,same_outcome,0.0119,1595,19.06,14.24,Houston vs Los Angeles (LAD),Kalshi,BUY,0.15,Houston vs Los Angeles (LAD),Polymarket,SELL,0.1709,,,,57907.06,0.041874341,57907.06,0.0119
106,2025-07-06T02:03:11.313830+00:00,same_outcome,0.0113,1065,11.99,5.91,Houston vs Los Angeles (HOU),Kalshi,BUY,0.9132,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,,58972.06,0.041321433,58972.06,0.0113
58,2025-07-06T01:31:02.768292+00:00,same_outcome,0.0107,44,0.47,0.54,Houston vs Los Angeles (HOU),Kalshi,BUY,0.777,Houston vs Los Angeles (HOU),Polymarket,SELL,0.8,,,,59016.06,0.041298589,59016.06,0.0107
185,2025-07-06T02:45:50.461531+00:00,same_outcome,0.0107,44,0.47,0.63,San Francisco vs Oakland (ATH),Polymarket,BUY,0.26,San Francisco vs Oakland (ATH),Kalshi,SELL,0.285,,,,59060.06,0.041275779,59060.06,0.0107
86,2025-07-06T01:41:19.295845+00:00,same_outcome,0.0106,200,2.11,1.89,Houston vs Los Angeles (HOU),Kalshi,BUY,0.84,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,,59260.06,0.041172081,59260.06,0.0106
36,2025-07-06T01:21:13.716892+00:00,same_outcome,0.0099,69,0.68,1.18,Chicago vs Colorado (CWS),Kalshi,BUY,0.42,Chicago vs Colorado (CWS),Polymarket,SELL,0.447,,,,59329.06,0.041135659,59329.06,0.0099
174,2025-07-06T02:25:19.784347+00:00,same_outcome,0.0098,55,0.54,0.76,Chicago vs Colorado (CWS),Kalshi,BUY,0.73,Chicago vs Colorado (CWS),Polymarket,SELL,0.7536,,,,59384.06,0.041106654,59384.06,0.0098
160,2025-07-06T02:09:45.769904+00:00,same_outcome,0.0095,76,0.72,1.08,Chicago vs Colorado (COL),Kalshi,BUY,0.28,Chicago vs Colorado (COL),Polymarket,SELL,0.3037,,,,59460.06,0.041066222,59460.06,0.0095
97,2025-07-06T01:44:34.347322+00:00,same_outcome,0.0091,285,2.6,3.5,Houston vs Los Angeles (HOU),Kalshi,BUY,0.7735,Houston vs Los Angeles (HOU),Polymarket,SELL,0.7949,,,,59745.06,0.040913843,59745.06,0.0091
71,2025-07-06T01:35:50.649943+00:00,same_outcome,0.0083,715,5.94,3.39,Houston vs Los Angeles (HOU),Kalshi,BUY,0.927,Houston vs Los Angeles (HOU),Polymarket,SELL,0.94,,,,60460.06,0.040528243,60460.06,0.0083
72,2025-07-06T01:35:51.232445+00:00,same_outcome,0.008,219.98,1.76,1.04,Houston vs Los Angeles (LAD),Polymarket,BUY,0.06,Houston vs Los Angeles (LAD),Kalshi,SELL,0.0727,,,,60680.04,0.040410323,60680.04,0.008
155,2025-07-06T02:08:23.777875+00:00,same_outcome,0.0078,1359.17,10.65,0.95,Houston vs Los Angeles (HOU),Polymarket,BUY,0.9815,Houston vs Los Angeles (HOU),Kalshi,SELL,0.99,,,,62039.21,0.039696669,62039.21,0.0078
156,2025-07-06T02:08:23.856199+00:00,same_outcome,0.0078,1359.17,10.65,0.95,Houston vs Los Angeles (LAD),Kalshi,BUY,0.01,Houston vs Los Angeles (LAD),Polymarket,SELL,0.0185,,,,63398.38,0.039013615,63398.38,0.0078
161,2025-07-06T02:09:54.968712+00:00,same_outcome,0.0077,52.13,0.4,0.72,Chicago vs Colorado (COL),Kalshi,BUY,0.27,Chicago vs Colorado (COL),Polymarket,SELL,0.2916,,,,63450.51,0.038987866,63450.51,0.0077
21,2025-07-06T00:42:59.938278+00:00,same_outcome,0.0075,475.65,3.59,6.86,Detroit vs Cleveland (CLE),Kalshi,BUY,0.29,Detroit vs Cleveland (CLE),Polymarket,SELL,0.312,,,,63926.16,0.038753931,63926.16,0.0075
22,2025-07-06T00:43:00.015436+00:00,same_outcome,0.0075,475.65,3.59,6.86,Detroit vs Cleveland (DET),Polymarket,BUY,0.688,Detroit vs Cleveland (DET),Kalshi,SELL,0.71,,,,64401.81,0.038523451,64401.81,0.0075
193,2025-07-06T03:03:34.326158+00:00,same_outcome,0.0071,113,0.8,1.45,Chicago vs Colorado (COL),Kalshi,BUY,0.2401,Chicago vs Colorado (COL),Polymarket,SELL,0.26,,,,64514.81,0.038468376,64514.81,0.0071
100,2025-07-06T01:52:10.023123+00:00,same_outcome,0.0065,1535,9.97,9.68,Houston vs Los Angeles (LAD),Kalshi,BUY,0.1,Houston vs Los Angeles (LAD),Polymarket,SELL,0.1128,,,,66049.81,0.037725317,66049.81,0.0065
101,2025-07-06T01:52:10.122795+00:00,same_outcome,0.0063,1665,10.46,10.49,Houston vs Los Angeles (HOU),Polymarket,BUY,0.8874,Houston vs Los Angeles (HOU),Kalshi,SELL,0.9,,,,67714.81,0.036952182,67714.81,0.0063
1,2025-07-06T00:21:02.464526+00:00,same_outcome,0.0061,272,1.66,3.58,Houston vs Los Angeles (HOU),Polymarket,BUY,0.73,Houston vs Los Angeles (HOU),Kalshi,SELL,0.7493,,,,67986.81,0.036828761,67986.81,0.0061
169,2025-07-06T02:19:30.497844+00:00,same_outcome,0.0057,49,0.28,0.43,Chicago vs Colorado (COL),Polymarket,BUY,0.13,Chicago vs Colorado (COL),Kalshi,SELL,0.1445,,,,68035.81,0.036806352,68035.81,0.0057
62,2025-07-06T01:33:12.563572+00:00,same_outcome,0.0048,2202,10.67,23.29,Houston vs Los Angeles (LAD),Polymarket,BUY,0.17,Houston vs Los Angeles (LAD),Kalshi,SELL,0.1854,,,,70237.81,0.035804362,70237.81,0.0048
81,2025-07-06T01:37:00.987874+00:00,same_outcome,0.0047,37.51,0.18,0.4,Houston vs Los Angeles (LAD),Polymarket,BUY,0.1673,Houston vs Los Angeles (LAD),Kalshi,SELL,0.1827,,,,70275.32,0.035787813,70275.32,0.0047
175,2025-07-06T02:25:21.643346+00:00,same_outcome,0.0043,155,0.67,2.28,Chicago vs Colorado (COL),Polymarket,BUY,0.281,Chicago vs Colorado (COL),Kalshi,SELL,0.3,,,,70430.32,0.035718566,70430.32,0.0043
82,2025-07-06T01:41:17.432235+00:00,same_outcome,0.0039,4798,18.6,54.71,Houston vs Los Angeles (HOU),Kalshi,BUY,0.7952,Houston vs Los Angeles (HOU),Polymarket,SELL,0.8104,,,,75228.32,0.033687712,75228.32,0.0039
157,2025-07-06T02:08:25.614951+00:00,same_outcome,0.0036,1358.13,4.87,0.95,Houston vs Los Angeles (LAD),Kalshi,BUY,0.01,Houston vs Los Angeles (LAD),Polymarket,SELL,0.0143,,,,76586.45,0.033153906,76586.45,0.0036
158,2025-07-06T02:08:25.615685+00:00,same_outcome,0.0036,1358.13,4.87,0.95,Houston vs Los Angeles (HOU),Polymarket,BUY,0.9857,Houston vs Los Angeles (HOU),Kalshi,SELL,0.99,,,,77944.58,0.032638703,77944.58,0.0036
168,2025-07-06T02:19:26.801820+00:00,same_outcome,0.0036,535,1.93,5.69,Chicago vs Colorado (COL),Kalshi,BUY,0.1865,Chicago vs Colorado (COL),Polymarket,SELL,0.2007,,,,78479.58,0.032440795,78479.58,0.0036
173,2025-07-06T02:19:35.503597+00:00,same_outcome,0.0035,844.43,2.92,7.62,Chicago vs Colorado (COL),Polymarket,BUY,0.1394,Chicago vs Colorado (COL),Kalshi,SELL,0.1519,,,,79324.01,0.032132264,79324.01,0.0035
178,2025-07-06T02:36:53.848320+00:00,same_outcome,0.0034,56,0.19,0.69,Texas vs San Diego (SD),Polymarket,BUY,0.2111,Texas vs San Diego (SD),Kalshi,SELL,0.2268,,,,79380.01,0.032111989,79380.01,0.0034
96,2025-07-06T01:44:33.510401+00:00,same_outcome,0.0017,1222,2.03,14.24,Houston vs Los Angeles (HOU),Kalshi,BUY,0.789,Houston vs Los Angeles (HOU),Polymarket,SELL,0.8023,,,,80602.01,0.031650327,80602.01,0.0017
179,2025-07-06T02:38:04.643292+00:00,same_outcome,0.0015,2608.47,3.98,16.44,Chicago vs Colorado (COL),Kalshi,BUY,0.1,Chicago vs Colorado (COL),Polymarket,SELL,0.1078,,,,83210.48,0.030705988,83210.48,0.0015
180,2025-07-06T02:38:04.663955+00:00,same_outcome,0.0015,2608.47,3.98,16.44,Chicago vs Colorado (CWS),Polymarket,BUY,0.8922,Chicago vs Colorado (CWS),Kalshi,SELL,0.9,,,,85818.95,0.029819055,85818.95,0.0015
2,2025-07-06T00:29:26.584701+00:00,same_outcome,0.0014,446,0.62,7.17,Detroit vs Cleveland (CLE),Polymarket,BUY,0.3389,Detroit vs Cleveland (CLE),Kalshi,SELL,0.3563,,,,86264.95,0.029672074,86264.95,0.0014
183,2025-07-06T02:44:44.523735+00:00,same_outcome,0.0009,3232,3.01,14.73,Chicago vs Colorado (COL),Kalshi,BUY,0.07,Chicago vs Colorado (COL),Polymarket,SELL,0.0755,,,,89496.95,0.02863416,89496.95,0.0009
184,2025-07-06T02:44:44.622077+00:00,same_outcome,0.0008,3322,2.6,15.14,Chicago vs Colorado (CWS),Polymarket,BUY,0.9247,Chicago vs Colorado (CWS),Kalshi,SELL,0.93,,,,92818.95,0.027637352,92818.95,0.0008
159,2025-07-06T02:09:44.351080+00:00,same_outcome,0.0007,76,0.06,1.1,Chicago vs Colorado (COL),Kalshi,BUY,0.29,Chicago vs Colorado (COL),Polymarket,SELL,0.3052,,,,92894.95,0.027615387,92894.95,0.0007
197,2025-07-06T03:08:14.352184+00:00,same_outcome,0.0007,2343,1.73,23.16,Chicago vs Colorado (COL),Kalshi,BUY,0.1701,Chicago vs Colorado (COL),Polymarket,SELL,0.1807,,,,95237.95,0.026954171,95237.95,0.0007
198,2025-07-06T03:08:14.352618+00:00,same_outcome,0.0007,2343,1.73,23.16,Chicago vs Colorado (CWS),Polymarket,BUY,0.8193,Chicago vs Colorado (CWS),Kalshi,SELL,0.8299,,,,97580.95,0.026324708,97580.95,0.0007
